datasets,samples,mean_taxon_richness,min_mpd,max_mpd,mean_mpd,min_mntd,max_mntd,mean_mntd,data_type,n_taxa,total_gardient_length,min_turnover,mean_turnover
2709,2709,10.858988556662975,-2.2121234644997525,4.0059129794531385,1.082244578187204,-2.2424566186220654,4.355589921352437,1.0264658868609822,surface_samples,105,2.5909,0,1.365804680073126
71,363,12.473829201101928,-1.3875555086861822,3.2644300138293594,1.1721256165902456,-1.6773366108914811,3.724371551617724,0.9487589962189067,top_500_yr,79,1.9753,0,1.4410707988980718
